"id","passerine_non_passerine","order","family_name_latin","family_name_common","taxonomy","scientific_name","common_name","diet_invertebrate","diet_vert_endo","diet_vert_ecto","diet_vert_fish","diet_vert_unknown","diet_scavenger","diet_fruit","diet_nectar","diet_seed","diet_other_plant","diet_category","diet_data_source","diet_certainty","foraging_below_water","foraging_around_surf","foraging_ground","foraging_understory","foraging_midheight","foraging_canopy","foraging_aerial","foraging_data_source","is_noctural","body_mass_value","body_mass_data_source","body_mass_spec_level","body_mass_comments","foraging_spec_level","comments","is_pelagic_specialist","bl_family_sequence_id","foraging_data_entered_by","diet_data_entered_by"
150,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope argyrotis","Band-tailed Guan",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_2","A",0,0,20,0,40,40,0,"Ref_2",FALSE,806.71,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
151,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope barbata","Bearded Guan",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_2","A",0,0,33,0,33,33,0,"Ref_2",FALSE,1179.66,"GenAvg",FALSE,,TRUE,,FALSE,8,"Jessica","Jennifer"
152,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope ortoni","Baudo Guan",0,0,0,0,0,0,80,0,0,20,"FruiNect","Ref_2","D1",0,0,20,0,50,30,0,"Genus",FALSE,1179.66,"GenAvg",FALSE,,FALSE,,FALSE,8,"Walter","Jennifer"
153,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope montagnii","Andean Guan",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_2","A",0,0,0,0,100,0,0,"Ref_2",FALSE,706,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
154,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope marail","Marail Guan",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_2","A",0,0,20,0,40,40,0,"Ref_2",FALSE,879.67,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
155,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope superciliaris","Rusty-margined Guan",10,0,0,0,0,0,90,0,0,0,"FruiNect","Ref_2","A",0,0,33,0,33,33,0,"Ref_2",FALSE,894.99,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
156,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope dabbenei","Red-faced Guan",0,0,0,0,0,0,80,0,0,20,"FruiNect","Ref_2","D1",0,0,0,0,70,30,0,"Ref_2",FALSE,1230,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
157,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope purpurascens","Crested Guan",10,0,0,0,0,0,70,0,0,20,"FruiNect","Ref_2","A",0,0,20,0,40,40,0,"Ref_2",FALSE,2060,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
158,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope perspicax","Cauca Guan",0,0,0,0,0,0,80,0,0,20,"FruiNect","Ref_2","D1",0,0,0,0,80,20,0,"Ref_2",FALSE,1179.66,"GenAvg",FALSE,,TRUE,,FALSE,8,"Jessica","Jennifer"
159,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope albipennis","White-winged Guan",0,0,0,0,0,0,50,0,0,50,"Omnivore","Ref_2","A",0,0,0,0,50,50,0,"Ref_2",FALSE,1750,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
160,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope jacquacu","Spix's Guan",0,0,0,0,0,0,80,0,20,0,"FruiNect","Ref_2","A",0,0,0,0,60,40,0,"Ref_2",FALSE,1487.9,"Dunning08",TRUE,,TRUE,,FALSE,8,"Other","Jennifer"
161,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope obscura","Dusky-legged Guan",0,0,0,0,0,0,80,0,0,20,"FruiNect","Ref_2","D1",0,0,30,30,30,10,0,"Ref_2",FALSE,1770,"Dunning08",TRUE,,TRUE,,FALSE,8,"Other","Jennifer"
162,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope pileata","White-crested Guan",0,0,0,0,0,0,80,0,0,20,"FruiNect","Ref_2","D1",0,0,20,0,50,30,0,"Genus",FALSE,1249.79,"Dunning08",TRUE,,FALSE,,FALSE,8,"Walter","Jennifer"
163,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope ochrogaster","Chestnut-bellied Guan",0,0,0,0,0,0,70,0,0,30,"FruiNect","Ref_2","C",0,0,20,0,50,30,0,"Genus",FALSE,1179.66,"GenAvg",FALSE,,FALSE,,FALSE,8,"Walter","Jennifer"
164,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelope jacucaca","White-browed Guan",0,0,0,0,0,0,80,0,0,20,"FruiNect","Ref_2","D1",0,0,20,0,40,40,0,"Ref_2",FALSE,1282,"PrimScale",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
165,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Pipile pipile","Trinidad Piping-guan",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_2","A",0,0,0,0,50,50,0,"Ref_2",FALSE,1816.59,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
166,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Pipile cumanensis","Blue-throated Piping-guan",10,0,0,0,0,0,80,0,0,10,"FruiNect","Ref_2","A",0,0,0,0,30,70,0,"Ref_2",FALSE,1239.22,"Dunning08",TRUE,,TRUE,,FALSE,8,"Other","Jennifer"
167,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Pipile cujubi","Red-throated Piping-guan",10,0,0,0,0,0,60,0,20,10,"FruiNect","Ref_2","D1",0,0,20,0,40,40,0,"Genus",FALSE,1195.82,"Dunning08",TRUE,,FALSE,,FALSE,8,"Walter","Jennifer"
168,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Pipile jacutinga","Black-fronted Piping-guan",10,0,0,0,0,0,70,0,10,10,"FruiNect","Ref_2","A",0,0,20,0,40,40,0,"Ref_2",FALSE,1240.96,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
169,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Aburria aburri","Wattled Guan",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_2","A",0,0,0,0,100,0,0,"Ref_2",FALSE,1405.08,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
170,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Chamaepetes unicolor","Black Guan",0,0,0,0,0,0,80,0,0,20,"FruiNect","Ref_2","A",0,0,20,0,40,40,0,"Ref_2",FALSE,1135,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
171,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Chamaepetes goudotii","Sickle-winged Guan",0,0,0,0,0,0,80,0,10,10,"FruiNect","Ref_2","A",0,0,20,0,40,40,0,"Ref_2",FALSE,727.67,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
172,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Penelopina nigra","Highland Guan",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_2","B",0,0,20,0,40,40,0,"Ref_2",FALSE,889.99,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
173,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Oreophasis derbianus","Horned Guan",0,0,0,0,0,0,50,0,0,50,"Omnivore","Ref_2","A",0,0,20,0,80,0,0,"Ref_2",FALSE,2071.54,"Dunning08",TRUE,,TRUE,,FALSE,8,"Other","Jennifer"
174,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Nothocrax urumutum","Nocturnal Curassow",0,0,0,0,0,0,70,0,10,20,"FruiNect","Ref_2","D2",0,0,100,0,0,0,0,"Ref_2",FALSE,1700,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
175,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Mitu tomentosum","Crestless Curassow",0,0,0,0,0,0,70,0,20,10,"FruiNect","Ref_2","D1",0,0,70,20,10,0,0,"Ref_2",FALSE,2187.62,"Dunning08",TRUE,,TRUE,,FALSE,8,"Other","Jennifer"
176,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Mitu salvini","Salvin's Curassow",0,0,0,0,0,0,40,0,40,20,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,3100,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
177,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Mitu tuberosum","Razor-billed Curassow",10,0,0,0,0,0,70,0,10,10,"FruiNect","Ref_2","A",0,0,90,10,0,0,0,"Ref_2",FALSE,2769.46,"Dunning08",TRUE,,TRUE,,FALSE,8,"Other","Jennifer"
178,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Mitu mitu","Alagoas Curassow",0,0,0,0,0,0,100,0,0,0,"FruiNect","Ref_2","C",0,0,100,0,0,0,0,"Ref_2",FALSE,2850.47,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
179,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Pauxi pauxi","Helmeted Curassow",0,0,0,0,0,0,40,0,40,20,"PlantSeed","Ref_2","A",0,0,70,30,0,0,0,"Ref_2",FALSE,3117.69,"Dunning08",TRUE,,TRUE,,FALSE,8,"Other","Jennifer"
180,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Pauxi unicornis","Horned Curassow",0,0,0,0,0,0,30,0,70,0,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,3743.23,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
181,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Crax rubra","Great Curassow",10,0,0,0,0,0,80,0,0,10,"FruiNect","Ref_2","A",0,0,80,20,0,0,0,"Ref_2",FALSE,4133,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
182,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Crax alberti","Blue-billed Curassow",0,0,0,0,0,0,90,0,0,10,"FruiNect","Ref_2","D1",0,0,100,0,0,0,0,"Ref_2",FALSE,2800,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,8,"Jessica","Jennifer"
183,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Crax daubentoni","Yellow-knobbed Curassow",0,0,0,0,0,0,90,0,0,10,"FruiNect","Ref_2","D1",0,0,30,30,20,20,0,"Ref_2",FALSE,2499.91,"Dunning08",TRUE,,TRUE,,FALSE,8,"Other","Jennifer"
184,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Crax alector","Black Curassow",0,0,0,0,0,0,90,0,0,10,"FruiNect","Ref_2","A",0,0,80,20,0,0,0,"Ref_2",FALSE,2872,"Dunning08",TRUE,,TRUE,,FALSE,8,"Other","Jennifer"
185,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Crax globulosa","Wattled Curassow",20,0,0,0,10,0,50,0,20,0,"Omnivore","Ref_2","D1",0,0,60,20,20,0,0,"Ref_2",FALSE,2500,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
186,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Crax fasciolata","Bare-faced Curassow",0,0,0,0,0,0,80,0,10,10,"FruiNect","Ref_2","A",0,0,80,20,0,0,0,"Ref_2",FALSE,2600,"Dunning08",TRUE,,TRUE,,FALSE,8,"Other","Jennifer"
190,"Nonpasseriformes","Galliformes","Cracidae","Guans and curassows","BL3","Crax blumenbachii","Red-billed Curassow",10,0,0,0,0,0,70,0,10,10,"FruiNect","Ref_2","A",0,0,60,20,20,0,0,"Ref_2",FALSE,3500,"Dunning08",TRUE,,TRUE,,FALSE,8,"Jessica","Jennifer"
195,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Alectura lathami","Australian Brush-turkey",20,0,0,0,0,0,20,0,20,40,"PlantSeed","Ref_2","A",0,0,80,20,0,0,0,"Ref_2",FALSE,2333.06,"Dunning08",TRUE,,TRUE,,FALSE,7,"Other","Jennifer"
196,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Aepypodius arfakianus","Wattled Brush-turkey",10,0,0,0,0,0,50,0,40,0,"Omnivore","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,1463.8,"Dunning08",TRUE,,TRUE,,FALSE,7,"Jessica","Jennifer"
197,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Aepypodius bruijnii","Bruijn's Brush-turkey",10,0,0,0,0,0,50,0,40,0,"Omnivore","Ref_2","D1",0,0,100,0,0,0,0,"Genus",FALSE,192,"GenAvg",FALSE,,FALSE,,FALSE,7,"Walter","Jennifer"
198,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Talegalla cuvieri","Red-billed Brush-turkey",60,0,10,0,0,0,30,0,0,0,"Invertebrate","Ref_2","D1",0,0,100,0,0,0,0,"Genus",FALSE,1785,"Dunning08",TRUE,,FALSE,,FALSE,7,"Walter","Jennifer"
199,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Talegalla fuscirostris","Black-billed Brush-turkey",60,0,10,0,0,0,30,0,0,0,"Invertebrate","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,1314.47,"Dunning08",TRUE,,TRUE,,FALSE,7,"Jessica","Jennifer"
200,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Talegalla jobiensis","Brown-collared Brush-turkey",60,0,10,0,0,0,30,0,0,0,"Invertebrate","Ref_2","D1",0,0,100,0,0,0,0,"Genus",FALSE,1478.81,"Dunning08",TRUE,,FALSE,,FALSE,7,"Walter","Jennifer"
201,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Macrocephalon maleo","Maleo",60,0,0,0,0,0,40,0,0,0,"Invertebrate","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,1563.26,"Dunning08",TRUE,,TRUE,,FALSE,7,"Jessica","Jennifer"
202,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Megapodius nicobariensis","Nicobar Megapode",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,836.69,"Dunning08",TRUE,,TRUE,,FALSE,7,"Jessica","Jennifer"
203,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Megapodius cumingii","Tabon Megapode",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,1044,"PrimScale",TRUE,"MarceloR",TRUE,,FALSE,7,"Jessica","Jennifer"
204,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Megapodius bernsteinii","Sula Megapode",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,768.57,"GenAvg",FALSE,,TRUE,,FALSE,7,"Other","Jennifer"
206,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Megapodius reinwardt","Orange-footed Megapode",30,0,0,0,0,0,0,0,0,70,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,875.81,"Dunning08",TRUE,,TRUE,,FALSE,7,"Jessica","Jennifer"
207,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Megapodius freycinet","Dusky Megapode",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,642.48,"Dunning08",TRUE,,TRUE,,FALSE,7,"Jessica","Jennifer"
210,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Megapodius affinis","New Guinea Megapode",70,0,0,0,0,0,10,0,10,10,"Invertebrate","Ref_2","D1",0,0,90,10,0,0,0,"Genus",FALSE,666.34,"Dunning08",TRUE,,FALSE,,FALSE,7,"Walter","Jennifer"
211,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Megapodius eremita","Melanesian Megapode",30,0,0,0,0,0,40,0,30,0,"Omnivore","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,676.67,"Dunning08",TRUE,,TRUE,,FALSE,7,"Jessica","Jennifer"
212,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Megapodius layardi","Vanuatu Megapode",70,0,0,0,0,0,10,0,10,10,"Invertebrate","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,768.57,"GenAvg",FALSE,,TRUE,,FALSE,7,"Jessica","Jennifer"
213,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Megapodius laperouse","Micronesian Megapode",70,0,0,0,0,0,10,0,10,10,"Invertebrate","Ref_2","D1",0,0,100,0,0,0,0,"Ref_2",FALSE,308,"Dunning08",TRUE,,TRUE,,FALSE,7,"Jessica","Jennifer"
214,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Megapodius pritchardii","Polynesian Megapode",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,365,"Dunning08",TRUE,,TRUE,,FALSE,7,"Jessica","Jennifer"
215,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Eulipoa wallacei","Moluccan Megapode",70,0,0,0,0,0,10,0,10,10,"Invertebrate","Ref_2","D1",0,0,90,10,0,0,0,"Genus",FALSE,504.97,"Dunning08",TRUE,,FALSE,,FALSE,7,"Walter","Jennifer"
216,"Nonpasseriformes","Galliformes","Megapodiidae","Megapodes","BL3","Leipoa ocellata","Malleefowl",10,0,0,0,0,0,10,0,40,40,"PlantSeed","Ref_2","A",0,0,70,30,0,0,0,"Ref_2",FALSE,1913.89,"Dunning08",TRUE,,TRUE,,FALSE,7,"Other","Jennifer"
228,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Lerwa lerwa","Snow Partridge",0,0,0,0,0,0,0,0,20,80,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,567.34,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
229,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Ammoperdix griseogularis","See-see Partridge",10,0,0,0,0,0,20,0,20,50,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,201.86,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
230,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Ammoperdix heyi","Sand Partridge",30,0,0,0,0,0,30,0,30,10,"Omnivore","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,189.73,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
231,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Tetraogallus caucasicus","Caucasian Snowcock",0,0,0,0,0,0,0,0,0,100,"PlantSeed","Ref_2","A",0,0,50,50,0,0,0,"Ref_2",FALSE,1830.79,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
232,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Tetraogallus caspius","Caspian Snowcock",0,0,0,0,0,0,0,0,0,100,"PlantSeed","Ref_2","B",0,0,50,50,0,0,0,"Ref_2",FALSE,2508.24,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
233,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Tetraogallus tibetanus","Tibetan Snowcock",0,0,0,0,0,0,0,0,0,100,"PlantSeed","Ref_2","B",0,0,100,0,0,0,0,"Ref_2",FALSE,1488.87,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
234,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Tetraogallus altaicus","Altai Snowcock",10,0,0,0,0,0,20,0,20,50,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,2760.43,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
235,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Tetraogallus himalayensis","Himalayan Snowcock",0,0,0,0,0,0,20,0,0,80,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,2428,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
236,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Tetraophasis obscurus","Chestnut-throated Partridge",0,0,0,0,0,0,10,0,0,90,"PlantSeed","Ref_2","D1",0,0,70,30,0,0,0,"Genus",FALSE,855.35,"Dunning08",TRUE,,FALSE,,FALSE,11,"Walter","Jennifer"
237,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Tetraophasis szechenyii","Buff-throated Partridge",0,0,0,0,0,0,0,0,0,100,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,1052.99,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
239,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Alectoris barbara","Barbary Partridge",10,0,0,0,0,0,20,0,20,50,"PlantSeed","Ref_2","A",0,0,80,20,0,0,0,"Ref_2",FALSE,416.33,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
240,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Alectoris melanocephala","Arabian Partridge",30,0,0,0,0,0,0,0,30,40,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,614.75,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
241,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Alectoris chukar","Chukar",20,0,0,0,0,0,0,0,10,70,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,502.1,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
242,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Alectoris philbyi","Philby's Partridge",30,0,0,0,0,0,0,0,30,40,"PlantSeed","Ref_2","B",0,0,100,0,0,0,0,"Ref_2",FALSE,441,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
243,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Alectoris magna","Rusty-necklaced Partridge",10,0,0,0,0,0,0,0,20,70,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,541.35,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
244,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Alectoris graeca","Rock Partridge",30,0,0,0,0,0,0,0,0,70,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,594.11,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
245,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Alectoris rufa","Red-legged Partridge",10,0,0,0,0,0,10,0,20,60,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,527.86,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
247,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Francolinus francolinus","Black Francolin",10,0,0,0,0,0,0,20,20,50,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,452.07,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
248,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Francolinus pictus","Painted Francolin",10,0,0,0,0,0,20,20,0,50,"Omnivore","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,286.84,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
249,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Francolinus pintadeanus","Chinese Francolin",30,0,0,0,0,0,0,0,40,30,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,310,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
250,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Francolinus pondicerianus","Grey Francolin",10,0,0,0,0,0,20,0,30,40,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,249.94,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
251,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Francolinus gularis","Swamp Francolin",20,0,0,0,0,0,0,0,40,40,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,509.99,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
252,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Francolinus coqui","Coqui Francolin",20,0,0,0,0,0,0,0,40,40,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,262,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
253,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Francolinus albogularis","White-throated Francolin",50,0,0,0,0,0,0,0,30,20,"Omnivore","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,276,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
254,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Francolinus schlegelii","Schlegel's Francolin",20,0,0,0,0,0,0,0,40,40,"PlantSeed","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,236.58,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
255,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Francolinus lathami","Forest Francolin",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_2","A",0,0,80,20,0,0,0,"Ref_2",FALSE,269,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
256,"Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges","BL3","Francolinus sephaena","Crested Francolin",70,0,0,0,0,0,10,0,0,20,"Invertebrate","Ref_2","A",0,0,100,0,0,0,0,"Ref_2",FALSE,340.47,"Dunning08",TRUE,,TRUE,,FALSE,11,"Jessica","Jennifer"
